work_id,work_title,work_source,work_authors,referenced_work_ids,referenced_titles,referenced_sources,referenced_authors
w4392014548,artificial intelligent global online learning (gol) theory by generalized n-ary fuzzy relation,artificial intelligence review,"abbas amini, narjes firouzkouhi, marziyeh nazari, nader ghareeb, chun cheng, bijan davvaz","w1976533429, w1992398573, w1996049142","hypergroups and <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml"" altimg=""si1.gif"" display=""inline"" overflow=""scroll""><mml:mi>n</mml:mi></mml:math>-ary relations, fuzzy graphs: algebraic structure and syntactic recognition, a new class of <mml:math xmlns:mml=""http://www.w3.org/1998/math/mathml"" altimg=""si1.gif"" display=""inline"" overflow=""scroll""><mml:mi>n</mml:mi></mml:math>-ary hyperoperations","european journal of combinatorics, artificial intelligence review, european journal of combinatorics","irina cristea, mirela ştefănescu, antonios kalampakas, stefanos spartalis, lazaros iliadis, elias pimenidis, violeta leoreanu-fotea, ivo g. rosenberg, bijan davvaz, thomas vougiouklis"
w4392048306,categorization and correlational analysis of quality factors influencing citation,artificial intelligence review,"asma khatoon, ali daud, tehmina amjad","w1541089782, w1568789937, w1964127056","predicting the long-term citation impact of recent publications, the kiss of death? the effect of being cited in a review on subsequent citations, peer review versus citations – an analysis of best paper prizes","journal of informetrics, journal of the association for information science and technology, research policy","clara stegehuis, nelly litvak, ludo waltman, christian lachance, steve poirier, vincent larivière, tom coupé"
w4392058616,a novel generalized similarity measure under intuitionistic fuzzy environment and its applications to criminal investigation,artificial intelligence review,"palash dutta, abhilash kangsha banik","w1980564456, w1980748255, w1982618675","intuitionistic fuzzy sets, cosine similarity measures for intuitionistic fuzzy sets and their applications, new similarity measures of intuitionistic fuzzy sets and application to pattern recognitions","fuzzy sets and systems, mathematical and computer modelling, pattern recognition letters","krassimir atanassov, jun ye, deng‐feng li, cheng chuntian"
w4392077456,variational autoencoders for 3d data processing,artificial intelligence review,"szilárd molnár, levente tamás","w1549847324, w1564897360, w1872336954","a survey on procedural modelling for virtual worlds, a mathematical introduction to robotic manipulation, a bi-ventricular cardiac atlas built from 1000+ high resolution mr images of healthy subjects and an analysis of shape and motion","computer graphics forum, crc press ebooks, medical image analysis","r.m. smelik, tim tutenel, rafael bidarra, bedřich beneš, richard m. murray, zexiang li, shankar sastry, wenjia bai, wenzhe shi, antonio de marvao, timothy j. w. dawes, declan p. o’regan, stuart a. cook, daniel rueckert"
w4392095605,an integrated multi-polar fuzzy n-soft preference ranking organization method for enrichment of evaluations of the digitization of global economy,artificial intelligence review,"muhammad akram, m. atif sultan, muhammet deveci","w1824421111, w2003565851, w2010712005","fuzzy multi-criteria decision making for carbon dioxide geological storage in turkey, an extension of the promethee method for decision making in fuzzy environment: ranking of alternative energy exploitation projects, a fuzzy approach to e-banking website quality assessment based on an integrated ahp-electre method / e-bankininkystės tinklapių kokybės vertinimas paremtas integruotu neapibrežtųjų aibių ahp-electre metodu","journal of natural gas science and engineering, european journal of operational research, technological and economic development of economy","muhammet deveci, nihan çetin demirel, robert john, ender özcan, m.g goumas, v lygerou, tolga kaya, cengiz kahraman"
w4392096151,what can machine vision do for lymphatic histopathology image analysis: a comprehensive review,artificial intelligence review,"haoyuan chen, xiaoqi li, chen li, md. mamunur rahaman, xintong li, jian wu, hongzan sun, marcin grzegorzek, xiaoyan li","w1101750244, w1871330558, w1923240904","representación de imágenes de histopatología utilizada en tareas de análisis automático: estado del arte, identifying cells in histopathological images, gastric lymph node cancer detection using multiple features support vector machine for pathology diagnosis support system","revista med, lecture notes in computer science, ifmbe proceedings","john arévalo, ángel cruz-roa, fabio a. gonzález o., jierong cheng, merlin veronika, jagath c. rajapakse, toru ishikawa, joseph s. takahashi, hiroshi takemura, hiroshi mizoguchi, takeshi kuwata"
w4392098390,understanding upper-limb movements via neurocomputational models of the sensorimotor system and neurorobotics: where we stand,artificial intelligence review,"antonio parziale, angelo marcelli","w1005295143, w153814044, w1541385535","chapter 11 vite and flete: neural modules for trajectory formation and postural control, chapter 16 optimal control of reaching movements, visuomotor transformations underlying arm movements toward visual targets: a neural network model of cerebral cortical operations","advances in psychology, advances in psychology, journal of neuroscience","daniel bullock, stephen grossberg, y. uno, mitsuo kawato, yves burnod, p grandguillaume, i. otto, stefano ferraina, pb johnson, roberto caminiti"
w4392109529,an efficient starling murmuration-based secure web service model for smart city application using dbn,artificial intelligence review,"adlin sheeba, s. nikkath bushra, s. rajarajeswari, c. a. subasini","w2137616448, w2146013510, w2160494060","discovering the best web service, investigating web services on the world wide web, qos-based discovery and ranking of web services","source not found, source not found, source not found","eyhab al‐masri, qusay h. mahmoud, eyhab al‐masri, qusay h. mahmoud, eyhab al‐masri, qusay h. mahmoud"
w4392160106,mitigating the curse of dimensionality using feature projection techniques on electroencephalography datasets: an empirical review,artificial intelligence review,"arti anuragi, dilip singh sisodia, ram bilas pachori","w1587559447, w1975900269, w1990517717","kernel principal component analysis, sparse principal component analysis, the self-organizing map","lecture notes in computer science, journal of computational and graphical statistics, proceedings of the ieee","bernhard schölkopf, alexander j. smola, klaus‐robert müller, hui zou, trevor hastie, robert tibshirani, teuvo kohonen"
w4392238943,"environmental, social, and governance (esg) and artificial intelligence in finance: state-of-the-art and research takeaways",artificial intelligence review,tristan lim,"w1981530661, w1999798506, w2123470003","the stocks at stake: return and risk in socially responsible investment, guidelines for conducting systematic mapping studies in software engineering: an update, worldviews, research methods, and their relationship to validity in empirical software engineering research","journal of banking & finance, information and software technology, source not found","rients galema, auke plantinga, bert scholtens, kai petersen, sairam vakkalanka, ludwik kuźniarz, kai petersen, çiğdem gencel"
w4392298624,topological deep learning: a review of an emerging paradigm,artificial intelligence review,"ali zia, abdelwahed khamis, james d. nichols, usman bashir tayab, zeeshan hayder, vivien rolland, eric a. stone, lars petersson","w1957046493, w1960384938, w1979273469","a persistence landscapes toolbox for topological statistics, a stable multi-scale kernel for topological machine learning, fast construction of the vietoris-rips complex","journal of symbolic computation, source not found, computers & graphics","peter bubenik, paweł dłotko, jan reininghaus, stefan huber, ulrich bauer, roland kwitt, afra zomorodian"
w4392355236,spline magnitude disparity cross correlated deep network for gait recognition,artificial intelligence review,"deepak kumar jain, manoj kumar, laith abualigah","w1455687678, w1964441430, w2197764878","gait recognition method for arbitrary straight walking paths using appearance conversion machine, gait recognition across different walking speeds via deterministic learning, view-invariant gait recognition via deterministic learning","neurocomputing, neurocomputing, neurocomputing","xiaohui zhao, yicheng jiang, tania stathaki, huisheng zhang, wei zeng, cong wang, wei zeng, cong wang"
w4392356648,cost-sensitive learning for imbalanced medical data: a review,artificial intelligence review,"imane araf, ali idri, ikram chairi","w142191673, w1523780394, w182116525","cost-sensitive classification with k-nearest neighbors, multicost: multi-stage cost-sensitive classification of alzheimer’s disease, robust asymmetric adaboost","lecture notes in computer science, lecture notes in computer science, lecture notes in computer science","zhenxing qin, alan tao wang, chengqi zhang, shichao zhang, daoqiang zhang, dinggang shen, pablo ormeño, f. ramirez, carlos valle, héctor allende‐cid, héctor allende"
