work_id,topic,subfield,field,domain
W4394927283,Active Learning in Machine Learning Research,Artificial Intelligence,Computer Science,Physical Sciences
W4394927283,Adaptation to Concept Drift in Data Streams,Artificial Intelligence,Computer Science,Physical Sciences
W4394927283,Learning with Noisy Labels in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4395046137,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4395046137,Vehicle Routing Problem and Variants,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4395046137,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4395047770,Blockchain and Internet of Things Integration,Information Systems,Computer Science,Physical Sciences
W4395047770,Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences
W4395047770,Cloud Computing and Big Data Technologies,Information Systems,Computer Science,Physical Sciences
W4395070930,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4395070930,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4395070930,Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences
W4395074139,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4395074139,Simultaneous Localization and Mapping,Aerospace Engineering,Engineering,Physical Sciences
W4395074139,Autonomous Vehicle Technology and Safety Systems,Automotive Engineering,Engineering,Physical Sciences
W4395115917,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4395115917,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4395115917,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4395462076,Deep Learning in Medical Image Analysis,Artificial Intelligence,Computer Science,Physical Sciences
W4395462076,Genomic Landscape of Cancer and Mutational Signatures,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4395462076,Artificial Intelligence in Medicine,Health Informatics,Medicine,Health Sciences
W4395702599,Mapping Forests with Lidar Remote Sensing,Environmental Engineering,Environmental Science,Physical Sciences
W4395702599,Analysis of Three-Dimensional Shape Structures,Computational Mechanics,Engineering,Physical Sciences
W4395702599,3D Geospatial Modelling Techniques,Geology,Earth and Planetary Sciences,Physical Sciences
W4396238295,Advanced Cryptographic Schemes and Protocols,Artificial Intelligence,Computer Science,Physical Sciences
W4396238295,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4396238295,Physical Layer Security in Wireless Communications,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4396578638,Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences
W4396578638,Machine Learning in Smart Healthcare,Artificial Intelligence,Computer Science,Physical Sciences
W4396578638,Security Challenges in Cloud Computing,Information Systems,Computer Science,Physical Sciences
W4396585666,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4396585666,Automated Analysis of Blood Cell Images,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4396585666,Detection and Management of Retinal Diseases,"Radiology, Nuclear Medicine and Imaging",Medicine,Health Sciences
W4396618297,Neuronal Oscillations in Cortical Networks,Cognitive Neuroscience,Neuroscience,Life Sciences
W4396618297,Brain-Computer Interfaces in Neuroscience and Medicine,Cognitive Neuroscience,Neuroscience,Life Sciences
W4396618297,Memristive Devices for Neuromorphic Computing,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4396623743,Sampling-Based Motion Planning Algorithms,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4396623743,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4396623743,Unmanned Aerial Vehicle Communications,Aerospace Engineering,Engineering,Physical Sciences
W4396696684,Robust Optimization for Risk Management and Finance,Management Science and Operations Research,Decision Sciences,Social Sciences
W4396696684,Multi-Objective Transportation Problem Optimization,Control and Systems Engineering,Engineering,Physical Sciences
W4396696684,Humanitarian Logistics and Disaster Relief Operations Management,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W4396764002,Application of Genetic Programming in Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4396764002,Multiobjective Optimization in Evolutionary Algorithms,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4396764002,Swarm Intelligence Optimization Algorithms,Artificial Intelligence,Computer Science,Physical Sciences
W4396773505,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4396773505,Handling Imbalanced Data in Classification Problems,Artificial Intelligence,Computer Science,Physical Sciences
W4396773505,Electricity Theft Detection in Smart Grids,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4396778191,Robust Line and Curve Detection using Hough Transform,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4396778191,Automated Reconstruction of Fragmented Objects,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4396778191,Handwriting Recognition and Text Detection,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4396779723,Fuzzy Logic and Residuated Lattices,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4396779723,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4396779723,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4396873218,Physics-Informed Neural Networks for Scientific Computing,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4396873218,Isogeometric Analysis in Computational Engineering,Computational Mechanics,Engineering,Physical Sciences
W4396873218,Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4396916335,Optimization Techniques for Antenna Arrays,Aerospace Engineering,Engineering,Physical Sciences
W4396955095,Application of Soft Set Theory in Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4396955095,Fuzzy Differential Equations and Uncertainty Modeling,Statistics and Probability,Mathematics,Physical Sciences
W4396955095,Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences
W4396965959,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4396965959,Automatic Keyword Extraction from Textual Data,Artificial Intelligence,Computer Science,Physical Sciences
W4396965959,Recommender System Technologies,Information Systems,Computer Science,Physical Sciences
W4396966254,Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences
W4396966254,Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences
W4396966254,Graph Neural Network Models and Applications,Artificial Intelligence,Computer Science,Physical Sciences
W4396975530,Optimization of Elevator Traffic Control Systems,Control and Systems Engineering,Engineering,Physical Sciences
W4396975530,Electrical Discharge Machining Processes,Electrical and Electronic Engineering,Engineering,Physical Sciences
W4396975530,Advanced Monitoring of Machining Operations,Mechanical Engineering,Engineering,Physical Sciences
W4398144766,Seismic Design and Analysis of Underground Structures,Civil and Structural Engineering,Engineering,Physical Sciences
W4398144766,Mechanical Behavior of Soil Reinforcement Techniques,Civil and Structural Engineering,Engineering,Physical Sciences
W4398144766,Factors of Safety and Reliability in Geotechnical Engineering,"Safety, Risk, Reliability and Quality",Engineering,Physical Sciences
W4398167322,Emotion Recognition and Analysis in Multimodal Data,Experimental and Cognitive Psychology,Psychology,Social Sciences
W4398167322,Speech Enhancement Techniques,Signal Processing,Computer Science,Physical Sciences
W4398167322,Speech Recognition Technology,Artificial Intelligence,Computer Science,Physical Sciences
W4398175652,Internet of Things and Healthcare Systems,Information Systems,Computer Science,Physical Sciences
W4398216873,Precision Agriculture Technologies,Plant Science,Agricultural and Biological Sciences,Life Sciences
W4398216873,Automatic License Plate Recognition System,Media Technology,Engineering,Physical Sciences
W4398216873,Automated Currency Recognition and Authentication,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4398241625,Explainable Artificial Intelligence,Artificial Intelligence,Computer Science,Physical Sciences
W4398241625,Deep Learning Applications in Healthcare,Artificial Intelligence,Computer Science,Physical Sciences
W4398241625,Machine Learning in Healthcare and Medicine,Health Information Management,Health Professions,Health Sciences
W4398243979,Machine Learning for Internet Traffic Classification,Artificial Intelligence,Computer Science,Physical Sciences
W4398243979,Adversarial Robustness in Deep Learning Models,Artificial Intelligence,Computer Science,Physical Sciences
W4398243979,Privacy-Preserving Techniques for Data Analysis and Machine Learning,Artificial Intelligence,Computer Science,Physical Sciences
W4398762581,Visual Object Tracking and Person Re-identification,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4398762581,Image Feature Retrieval and Recognition Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4398762581,Automatic Video Summarization and Analysis,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4398768748,Scientific Computing and Data Analysis with Python,Artificial Intelligence,Computer Science,Physical Sciences
W4398768748,Physics-Informed Neural Networks for Scientific Computing,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
